,District,School,City,State,Latitude,Longitude
0,Alabama Youth Services,Sequoyah School - Chalkville Campus,Pinson,Alabama,33.674697,-86.627775
1,Alabama Youth Services,Eufaula School - Eufaula Campus,Clayton,Alabama,31.88235,-85.25664
2,Alabama Youth Services,Camps,Mt Meigs,Alabama,32.3754,-86.0979
3,Alabama Youth Services,Detention Center,Mt Meigs,Alabama,32.3754,-86.0979
4,Alabama Youth Services,Wallace School - Mount Meigs Campus,Mount Meigs,Alabama,32.36892,-86.08119
5,Alabama Youth Services,Mcneel School - Vacca Campus,Birmingham,Alabama,33.58224,-86.71058
7,Albertville City,Albertville High School,Albertville,Alabama,34.26325,-86.20599
12,Marshall County,Asbury School,Albertville,Alabama,34.36277,-86.14224
15,Marshall County,Douglas High School,Douglas,Alabama,34.17686,-86.3203
17,Marshall County,Kate D Smith Dar High School,Grant,Alabama,34.53452,-86.25258
19,Marshall County,Marshall Alternative School,Guntersville,Alabama,34.30515,-86.28796
20,Marshall County,Marshall Technical School,Guntersville,Alabama,34.30515,-86.28796
23,Marshall County,Brindlee Mountain High School,Guntersville,Alabama,34.37655,-86.42324
28,Hoover City,Hoover High School,Hoover,Alabama,33.34718,-86.84308
32,Hoover City,Spain Park High School,Hoover,Alabama,33.38629,-86.72815
44,Madison City,Bob Jones High School,Madison,Alabama,34.71945,-86.74165
51,Al Inst Deaf And Blind,Al School For Deaf,Talladega,Alabama,33.43328,-86.0984
52,Al Inst Deaf And Blind,Al School For Blind,Talladega,Alabama,33.43467,-86.09045
53,Al Inst Deaf And Blind,Helen Keller School,Talladega,Alabama,33.46153,-86.09012
54,Al Inst Deaf And Blind,E H Gentry Tech Fac,Talladega,Alabama,33.42543,-86.11607
55,Al Sch Of Math And Science,Al Sch Of Math And Science,Mobile,Alabama,30.6875,-88.06415
58,Leeds City,Leeds High School,Leeds,Alabama,33.54929,-86.53739
60,Boaz City,Boaz High School,Boaz,Alabama,34.2106,-86.16501
62,Boaz City,Boaz Intermediate School,Boaz,Alabama,34.21328,-86.16033
65,Trussville City,Paine Intermediate School,Trussville,Alabama,33.64991,-86.56524
67,Trussville City,Hewitt-Trussville High School,Trussville,Alabama,33.65652,-86.59523
68,Al Clinical Enterprises,Alabama Clinical Enterprises,Birmingham,Alabama,33.5841,-86.6483
69,Al Boys Industrial School,Safetynet Academy,Minter,Alabama,32.1124,-87.0783
70,Bryce Adolescent School,Bryce Adolescent School,Tuscaloosa,Alabama,33.2082,-87.5374
71,Searcy Hospital,Searcy Hospital,Mt Vernon,Alabama,31.0855,-88.0325
72,Alabama School Of Fine Arts,Alabama School Of Fine Arts,Birmingham,Alabama,33.5201,-86.81322
73,Ucp Of Greater Birmingham,Ucp Of Greater Birmingham,Birmingham,Alabama,33.5286,-86.8075
74,Boyd School,Boyd School,Green Pond,Alabama,33.2174,-87.1261
75,Brewer Porch Children'S Center,Brewer Porch Children'S Center,Tuscaloosa,Alabama,33.2177,-87.5455
76,Three Springs Courtland School,Three Springs Courtland School,Courtland,Alabama,34.6576,-87.3049
77,Three Springs Madison School,Three Springs Madison School,Madison,Alabama,34.7223,-86.7782
78,Three Springs New Beginnings,Three Springs New Beginnings,Owens Crossroads,Alabama,34.5801,-86.4404
79,Three Springs Wilderness School,Three Springs Wilderness School,Trenton,Alabama,34.7433,-86.253
80,Three Springs Tuskegee,Three Springs Tuskegee,Tuskegee,Alabama,32.3755,-85.6591
81,Excell Institute,Excell Institute,Gadsden,Alabama,34.0747,-85.9352
82,Triwill Portacras,Triwill Portacras,Green Pond,Alabama,33.225,-87.1263
83,Three Springs New Direction,Three Springs New Direction,Huntsville,Alabama,34.8012,-86.7208
85,Alexander City,Benjamin Russell High School,Alexander City,Alabama,32.93819,-85.95218
89,Cahaba Center For Mh Mr,Camp Sayla,Abbeville,Alabama,31.599,-85.2259
90,Bradford Oak Mountain,Bradford Oak Mountain,Pelham,Alabama,33.3098,-86.7835
91,Glenwood Mental Health Service,Glenwood Mental Health Service,Birmingham,Alabama,33.4812,-86.6647
92,Higdon Hill,Higdon Hill,Birmingham,Alabama,33.5491,-86.7305
93,Learning Tree Inc,Learning Tree Inc Semmes,Semmes,Alabama,30.7937,-88.2267
94,Learning Tree Inc,Learning Tree Inc Webb,Jacksonville,Alabama,33.921,-85.7263
95,Lee County Youth Development Center,Lee County Youth Development Center,Opelika,Alabama,32.3877,-85.2237
96,Bay Point Center,Bay Point Center,Mobile,Alabama,30.6217,-88.3397
97,Pathway Inc,Pathway Inc,Enterprise,Alabama,31.4121,-85.8664
98,Presbyterian Home For Children,Hope Academy,Talladega,Alabama,33.3846,-86.0476
99,Brantwood Children'S Home,Group Homes For Children Inc,Montgomery,Alabama,32.3598,-86.3088
100,Developing Alabama Youth Prog,Developing Alabama Youth Prog,Alabaster,Alabama,33.2282,-86.8135
101,Laurel Oaks Behavioral Health Center,Laurel Oaks Behavioral Health Center,Dothan,Alabama,31.2046,-85.384
102,Mountainview Hospital,Mountainview Hospital,Gadsden,Alabama,34.0694,-86.0205
103,The Rushton School,The Rushton School,Birmingham,Alabama,33.5467,-86.758
104,Andalusia City,Andalusia High School,Andalusia,Alabama,31.31374,-86.4708
107,Anniston City,Anniston High School,Anniston,Alabama,33.66237,-85.81976
112,Anniston City,Anniston City Boot Camp School,Anniston,Alabama,33.70851,-85.82106
113,Anniston City,Goals Alternative School,Anniston,Alabama,33.66237,-85.81976
119,Arab City,Arab High School,Arab,Alabama,34.32866,-86.48819
120,Athens City,Athens Intermediate School,Athens,Alabama,34.79081,-86.99556
122,Athens City,Athens High School,Athens,Alabama,34.80419,-86.95091
128,Attalla City,Etowah High School,Attalla,Alabama,33.99458,-86.11258
130,Attalla City,Stowers Hill Intermediate School,Attalla,Alabama,34.01336,-86.10308
131,Auburn City,Auburn High School,Auburn,Alabama,32.59537,-85.46171
137,Auburn City,Auburn Early Education Center,Auburn,Alabama,32.58403,-85.46721
138,Auburn City,Ogletree School,Auburn,Alabama,32.56285,-85.45744
139,Auburn City,Margaret Yarbrough School,Auburn,Alabama,32.63069,-85.49778
140,Auburn City,Auburn Farm Center,Auburn,Alabama,32.54798,-85.55835
141,Autauga County,Billingsley High School,Billingsley,Alabama,32.66069,-86.70173
142,Autauga County,Marbury School,Marbury,Alabama,32.69676,-86.38302
144,Autauga County,Prattville High School,Prattville,Alabama,32.49607,-86.4746
146,Autauga County,Prattville Intermediate School,Prattville,Alabama,32.45454,-86.4506
150,Autauga County,Autauga County Alternative School,Prattville,Alabama,32.45763,-86.45479
151,Autauga County,Autauga County Technology Center,Prattville,Alabama,32.49574,-86.47502
152,Autauga County,Autaugaville School,Autaugaville,Alabama,32.43348,-86.66019
153,Autauga County,Louise M Smith Development Center,Prattville,Alabama,32.44805,-86.4283
155,Baldwin County,Baldwin County Regional Detention Center,Bay Minette,Alabama,30.88868,-87.77378
159,Baldwin County,Robertsdale High School,Robertsdale,Alabama,30.54038,-87.70787
166,Baldwin County,Rosinton School,Robertsdale,Alabama,30.61845,-87.68668
167,Baldwin County,Silverhill School,Silverhill,Alabama,30.54354,-87.75276
168,Baldwin County,Spanish Fort School,Spanish Fort,Alabama,30.67391,-87.90557
169,Baldwin County,Stapleton School,Stapleton,Alabama,30.74261,-87.79121
170,Baldwin County,Summerdale School,Summerdale,Alabama,30.48697,-87.69616
172,Baldwin County,Fairhope High School,Fairhope,Alabama,30.49878,-87.88618
174,Baldwin County,Fairhope K-1 Center,Fairhope,Alabama,30.52089,-87.90574
178,Baldwin County,Gulf Shores High School,Gulf Shores,Alabama,30.26802,-87.68246
179,Baldwin County,Magnolia School,Foley,Alabama,30.41262,-87.74266
180,Baldwin County,J Larry Newton School,Fairhope,Alabama,30.47232,-87.85715
181,Baldwin County,Vaughn School,Stockton,Alabama,31.03137,-87.86026
182,Baldwin County,North Baldwin Center For Technology,Bay Minette,Alabama,30.86644,-87.78306
183,Baldwin County,South Baldwin Center For Technology,Robertsdale,Alabama,30.54891,-87.69637
185,Baldwin County,Baldwin County Alternative School,Fairhope,Alabama,30.50184,-87.90413
186,Baldwin County,Bay Minette Intermediate School,Bay Minette,Alabama,30.8656,-87.78315
189,Baldwin County,Fairhope Intermediate School,Fairhope,Alabama,30.52378,-87.87858
192,Baldwin County,Foley Intermediate School,Foley,Alabama,30.38549,-87.69212
196,Baldwin County,Daphne High School,Daphne,Alabama,30.64024,-87.86373
198,Baldwin County,Foley High School,Foley,Alabama,30.38124,-87.68706
199,Baldwin County,Baldwin County High School,Bay Minette,Alabama,30.89409,-87.79305
202,Baldwin County,Spanish Fort High School,Spanish Fort,Alabama,30.6854,-87.8536
203,Barbour County,Barbour County High School,Clayton,Alabama,31.88077,-85.44961
206,Barbour County,Vivian B Adams School,Ozark,Alabama,31.45945,-85.60486
207,Barbour County,Barbour County Intermediate School,Louisville,Alabama,31.77747,-85.54895
211,Bessemer City,Jess Lanier High School,Bessemer,Alabama,33.36639,-86.98644
214,Bessemer City,New Horizon Alternative School,Bessemer,Alabama,33.40189,-86.95799
215,Bessemer City,Bessemer Center For Technology,Bessemer,Alabama,33.36664,-86.98653
217,Bibb County,Bibb County High School,Centreville,Alabama,32.95072,-87.14421
222,Bibb County,West Blocton High School,West Blocton,Alabama,33.1228,-87.1281
223,Bibb County,Bibb County Career/Technical Center,West Blocton,Alabama,33.05565,-87.13545
227,Birmingham City,Workshop Incorporate,Birmingham,Alabama,33.52487,-86.77114
228,Birmingham City,Engle Day Treatment,Birmingham,Alabama,33.5034,-86.80493
236,Birmingham City,Christian Alternative School,Birmingham,Alabama,33.58041,-86.69085
239,Birmingham City,Epic School,Birmingham,Alabama,33.4943,-86.81332
240,Birmingham City,Ensley High School-Magnet,Birmingham,Alabama,33.50644,-86.89432
245,Birmingham City,Hayes High School,Birmingham,Alabama,33.53066,-86.77217
248,Birmingham City,Woodlawn High Alternative Center,Birmingham,Alabama,33.54135,-86.75094
249,Birmingham City,Hudson K-Eight School,Birmingham,Alabama,33.55567,-86.80461
251,Birmingham City,Huffman High School-Magnet,Birmingham,Alabama,33.6103,-86.68266
252,Birmingham City,Inglenook School,Birmingham,Alabama,33.56324,-86.77961
264,Birmingham City,Jackson-Olin High School,Birmingham,Alabama,33.51922,-86.89172
265,Birmingham City,Parker High School,Birmingham,Alabama,33.51621,-86.83054
268,Birmingham City,Princeton Alternative School,Birmingham,Alabama,33.50262,-86.86014
270,Birmingham City,Ramsay High School,Birmingham,Alabama,33.49789,-86.79685
276,Birmingham City,Wenonah High School,Birmingham,Alabama,33.4495,-86.88832
277,Birmingham City,West End High School,Birmingham,Alabama,33.48376,-86.86738
281,Birmingham City,Woodlawn High School-Magnet,Birmingham,Alabama,33.54135,-86.75094
286,Birmingham City,City High School,Birmingham,Alabama,33.5646,-86.7747
287,Birmingham City,Kennedy Alternative,Birmingham,Alabama,33.54734,-86.74464
289,Birmingham City,Adolescent Day Treatment,Birmingham,Alabama,33.5034,-86.80493
290,Birmingham City,Olin Vocational School,Ensley,Alabama,33.52136,-86.88883
294,Birmingham City,George Washington Carver High School,Birmingham,Alabama,33.56138,-86.82324
296,Birmingham City,Riggins,Birmingham,Alabama,33.5665,-86.7893
297,Birmingham City,Gateway School,Birmingham,Alabama,33.54538,-86.75842
304,Birmingham City,Ensley High Alternative Center,Birmingham,Alabama,33.50644,-86.89432
305,Birmingham City,Family Court High School,Birmingham,Alabama,33.50424,-86.8333
308,Birmingham City,Homebound High School,Birmingham,Alabama,33.51468,-86.78939
310,Birmingham City,Opportunity Center At Riggins,Birmingham,Alabama,33.5665,-86.7893
312,Blount County,Appalachian  School,Oneonta,Alabama,34.03791,-86.42063
314,Blount County,Cleveland High School,Cleveland,Alabama,33.99462,-86.57296
316,Blount County,Hayden High School,Hayden,Alabama,33.88705,-86.76656
317,Blount County,Jb Pennington High School,Blountsville,Alabama,34.07168,-86.587
318,Blount County,Locust Fork High School,Locust Fork,Alabama,33.90857,-86.61723
320,Blount County,Susan Moore High School,Blountsville,Alabama,34.07751,-86.46466
321,Blount County,Allgood Alternative School,Oneonta,Alabama,33.90548,-86.51249
322,Blount County,Blount County Multi-Needs Center,Cleveland,Alabama,33.99292,-86.56896
323,Blount County,Blount County Career Technical Center,Cleveland,Alabama,33.99149,-86.55453
329,Brewton City,Tr Miller High School,Brewton,Alabama,31.13738,-87.06866
330,Bullock County,Bullock County High School,Union Springs,Alabama,32.13158,-85.72436
334,Bullock County,Bullock County Career Technical Center,Union Springs,Alabama,32.14344,-85.7133
335,Butler County,Georgiana High School,Georgiana,Alabama,31.64195,-86.74156
336,Butler County,Greenville High School,Greenville,Alabama,31.83039,-86.65231
338,Butler County,Mckenzie High School,Mckenzie,Alabama,31.54536,-86.71442
341,Butler County,Butler County Area Vocational School,Greenville,Alabama,31.8315,-86.6395
343,Calhoun County,Coosa Valley Regional Detention Center,Anniston,Alabama,33.7061,-85.82169
344,Calhoun County,Alexandria High School,Alexandria,Alabama,33.77602,-85.8864
345,Calhoun County,De Armanville Jr High School,Anniston,Alabama,,
346,Calhoun County,Ohatchee High School,Ohatchee,Alabama,33.78583,-86.00336
348,Calhoun County,Saks High School,Anniston,Alabama,33.70176,-85.83767
351,Calhoun County,Weaver High School,Weaver,Alabama,33.74695,-85.83495
353,Calhoun County,White Plains High School,Anniston,Alabama,33.74778,-85.68761
354,Calhoun County,Calhoun County Alternative School,Anniston,Alabama,33.69634,-85.82372
355,Calhoun County,Calhoun County Career Technical Center,Jacksonville,Alabama,33.80092,-85.76004
359,Calhoun County,Pleasant Valley High School,Jacksonville,Alabama,33.88541,-85.8148
360,Calhoun County,Wellborn High School,Anniston,Alabama,33.64754,-85.87877
366,Chambers County,Lafayette High School,Lafayette,Alabama,32.89943,-85.39855
370,Chambers County,Valley High School,Valley,Alabama,32.80178,-85.18145
372,Chambers County,Chambers County Career Technology Center,Lafayette,Alabama,32.9081,-85.4265
373,Cherokee County,Cedar Bluff High School,Cedar Bluff,Alabama,34.22002,-85.60542
376,Cherokee County,Cherokee County High School,Centre,Alabama,34.16454,-85.65916
377,Cherokee County,Gaylesville High School,Gaylesville,Alabama,34.2707,-85.5617
378,Cherokee County,Sand Rock High School,Sand Rock,Alabama,34.23994,-85.76783
379,Cherokee County,Spring Garden High School,Spring Garden,Alabama,33.9727,-85.5538
380,Cherokee County,Cherokee County Career & Technology Center,Centre,Alabama,34.15899,-85.68754
381,Chilton County,Isabella High School,Maplesville,Alabama,32.82844,-86.7856
382,Chilton County,Jemison High School,Jemison,Alabama,32.96547,-86.74748
383,Chilton County,Maplesville High School,Maplesville,Alabama,32.80853,-86.88041
384,Chilton County,Thorsby High School,Thorsby,Alabama,32.91459,-86.71646
387,Chilton County,Verbena High School,Verbena,Alabama,32.74942,-86.50889
389,Chilton County,W A Lecroy Career / Technical Center,Clanton,Alabama,32.8335,-86.6725
390,Chilton County,Clanton Intermediate School,Clanton,Alabama,32.8254,-86.61584
391,Chilton County,Chilton County High School,Clanton,Alabama,32.8218,-86.61443
394,Choctaw County,Choctaw County High School,Butler,Alabama,32.08864,-88.21645
395,Choctaw County,Southern Choctaw High School,Gilbertown,Alabama,31.76809,-88.32803
396,Choctaw County,Tom Orr Career Technical Center,Butler,Alabama,32.08772,-88.23236
398,Clarke County,Clarke County High School,Grove Hill,Alabama,31.71043,-87.77504
400,Clarke County,Coffeeville High School,Coffeeville,Alabama,31.794,-88.0679
405,Clarke County,Jackson Intermediate School,Jackson,Alabama,31.53101,-87.89737
406,Clarke County,Jackson High School,Jackson,Alabama,31.54878,-87.8812
408,Clay County,Clay County High School,Ashland,Alabama,33.27179,-85.83907
410,Clay County,Lineville High School,Lineville,Alabama,33.31064,-85.75821
412,Cleburne County,Cleburne County High School,Heflin,Alabama,33.64826,-85.57097
415,Cleburne County,Ranburne High School,Ranburne,Alabama,33.52313,-85.34556
416,Cleburne County,Cleburne County Career Technical School,Heflin,Alabama,33.59845,-85.48276
419,Coffee County,Kinston School,Kinston,Alabama,31.22088,-86.1716
420,Coffee County,Zion Chapel High School,Jack,Alabama,31.56614,-86.01144
421,Coffee County,New Brockton High School,New Brockton,Alabama,31.38271,-85.93471
422,Coffee County,Pathway School,New Brockton,Alabama,,
426,Colbert County,Cherokee High School,Cherokee,Alabama,34.76564,-87.9639
427,Colbert County,Colbert County High School,Leighton,Alabama,34.6949,-87.52883
428,Colbert County,Colbert Heights High School,Tuscumbia,Alabama,34.67101,-87.70053
438,Conecuh County,Hillcrest High School,Evergreen,Alabama,31.43427,-86.94048
439,Coosa County,Coosa County Science & Technology School,Rockford,Alabama,32.8655,-86.2691
440,Coosa County,Central High School,Rockford,Alabama,32.8655,-86.2691
445,Covington County,Fleeta School,Opp,Alabama,31.3574,-86.2032
446,Covington County,Florala High School,Florala,Alabama,31.0054,-86.3295
447,Covington County,Pleasant Home School,Andalusia,Alabama,31.3032,-86.4928
448,Covington County,Red Level High School,Red Level,Alabama,31.4464,-86.6124
449,Covington County,Straughn High School,Andalusia,Alabama,31.39855,-86.4425
452,Crenshaw County,Brantley High School,Brantley,Alabama,31.59415,-86.2554
453,Crenshaw County,Highland Home High School,Highland Home,Alabama,31.95282,-86.31379
454,Crenshaw County,Luverne High School,Luverne,Alabama,31.71459,-86.27459
455,Crenshaw County,Crenshaw County Area Vocational,Luverne,Alabama,31.70561,-86.26826
458,Cullman City,Cullman High School,Cullman,Alabama,34.18801,-86.84236
461,Cullman City,Cullman City Career Tech,Cullman,Alabama,34.18433,-86.84562
462,Cullman City,Cullman Community Comprehensive Learning Center,Cullman,Alabama,34.1782,-86.84154
464,Cullman County,Cold Springs High School,Bremen,Alabama,33.98216,-87.0323
466,Cullman County,Fairview High School,Cullman,Alabama,34.25414,-86.68783
468,Cullman County,Good Hope High School,Cullman,Alabama,34.10232,-86.88003
469,Cullman County,Hanceville High School,Hanceville,Alabama,34.06162,-86.76007
470,Cullman County,Holly Pond High School,Holly Pond,Alabama,34.17569,-86.61847
473,Cullman County,Vinemont High School,Vinemont,Alabama,34.24289,-86.86479
475,Cullman County,West Point High School,Cullman,Alabama,34.23598,-86.96428
487,Cullman County,Cullman County Area Career Center,Cullman,Alabama,34.2227,-86.85905
489,Cullman County,Cullman Child Development Center,Cullman,Alabama,34.22223,-86.85899
490,Cullman County,Cullman Area Resource Education,Cullman,Alabama,34.17252,-86.84642
491,Cullman County,Harmony School,Logan,Alabama,,
492,Cullman County,West Point Intermediate School,Vinemont,Alabama,,
494,Dale County,Ariton School,Ariton,Alabama,31.60044,-85.7323
495,Dale County,Dale County High School,Midland City,Alabama,31.3445,-85.4977
496,Dale County,George W Long High School,Skipperville,Alabama,31.5658,-85.5446
500,Daleville City,Daleville High School,Daleville,Alabama,31.31447,-85.71138
501,Daleville City,Nova Learning Center,Daleville,Alabama,31.31447,-85.71138
505,Dallas County,Dallas County High School,Plantersville,Alabama,32.66136,-86.92888
511,Dallas County,Southside High School,Selma,Alabama,32.32138,-86.90254
516,Dallas County,Dallas County Career Technical Center,Selma,Alabama,32.37158,-87.01551
518,Dekalb County,Collinsville High School,Collinsville,Alabama,34.2527,-85.8685
520,Dekalb County,Fyffe High School,Fyffe,Alabama,34.45535,-85.90408
521,Dekalb County,Geraldine School,Geraldine,Alabama,34.40796,-86.03543
523,Dekalb County,Ider School,Ider,Alabama,34.71114,-85.67548
524,Dekalb County,Moon Lake School,Mentone,Alabama,34.5638,-85.571
525,Dekalb County,Plainview School,Rainsville,Alabama,34.483,-85.82136
527,Dekalb County,Sylvania School,Sylvania,Alabama,34.56335,-85.81412
528,Dekalb County,Valley Head High School,Valley Head,Alabama,34.56351,-85.61535
529,Dekalb County,Alternative School,Rainsville,Alabama,34.48718,-85.82995
530,Dekalb County,Dekalb Annex School,Rainsville,Alabama,34.48718,-85.82995
531,Dekalb County,Dekalb Vocational School,Rainsville,Alabama,34.48718,-85.82995
532,Dekalb County,Crossville High School,Crossville,Alabama,34.3416,-86.0215
534,Decatur City,Austin High School,Decatur,Alabama,34.58112,-87.00359
537,Decatur City,Decatur High School,Decatur,Alabama,34.59553,-86.97514
548,Decatur City,Long Term Case,Decatur,Alabama,34.60789,-86.97505
551,Decatur City,Horizon High School,Decatur,Alabama,34.60772,-86.97674
552,Demopolis City,Demopolis High School,Demopolis,Alabama,32.4982,-87.84628
556,Dothan City,Carver Magnet School For Mathematics Science And,Dothan,Alabama,31.23507,-85.37469
558,Dothan City,Dothan High School,Dothan,Alabama,31.20854,-85.39331
563,Dothan City,Montana Academic Magnet School,Dothan,Alabama,31.23628,-85.40256
566,Dothan City,P.A.S.S. Academy,Dothan,Alabama,31.24257,-85.38982
567,Dothan City,Dothan Technology Center,Dothan,Alabama,31.26577,-85.38071
573,Dothan City,Northview High School,Dothan,Alabama,31.2664,-85.38022
574,Dothan City,Pre School Center,Dothan,Alabama,31.23057,-85.40404
579,Elmore County,Wetumpka Intermediate School,Wetumpka,Alabama,32.54661,-86.2128
581,Elmore County,Holtville High School,Deatsville,Alabama,32.6362,-86.324
585,Elmore County,Wetumpka High School,Wetumpka,Alabama,32.55017,-86.22058
595,Enterprise City,Coppinville School,Enterprise,Alabama,31.30683,-85.83783
597,Enterprise City,Enterprise High School,Enterprise,Alabama,31.32451,-85.85427
605,Escambia County,Escambia County High School,Atmore,Alabama,31.00686,-87.48753
607,Escambia County,Flomaton High School,Flomaton,Alabama,31.03992,-87.17491
610,Escambia County,W S Neal High School,East Brewton,Alabama,31.09157,-87.05566
611,Escambia County,Escambia County Alternative School,Flomaton,Alabama,31.03995,-87.17491
612,Escambia County,Escambia-Brewton Career Technical Center,Brewton,Alabama,31.11673,-87.09817
613,Escambia County,Turtle Point Environmental Science Center,Flomaton,Alabama,31.0073,-87.2734
620,Etowah County,Gaston High School,Gadsden,Alabama,34.06672,-85.92773
622,Etowah County,Glencoe High School,Glencoe,Alabama,33.96673,-85.93444
628,Etowah County,Sardis High School,Sardis City,Alabama,34.17711,-86.12427
629,Etowah County,Southside High School,Southside,Alabama,33.9225,-86.02242
630,Etowah County,West End High School,Walnut Grove,Alabama,34.06337,-86.30281
633,Etowah County,Etowah County Special Education Learning Center,Rainbow City,Alabama,33.95775,-86.04349
634,Etowah County,Etowah County Alternative School,Attalla,Alabama,33.99736,-86.1042
635,Etowah County,Career Technical Center,Attalla,Alabama,33.99742,-86.10442
639,Etowah County,Hokes Bluff High School,Hokes Bluff,Alabama,34.01709,-85.87116
640,Etowah County,Etowah County Alternative High School,Gadsden,Alabama,34.02464,-85.99541
642,Eufaula City,Eufaula High School,Eufaula,Alabama,31.91702,-85.13928
646,Eufaula City,Alt Learning Ctr,Eufaula,Alabama,31.89736,-85.15068
648,Fairfield City,Fairfield High Preparatory School,Fairfield,Alabama,33.49005,-86.9078
652,Fairfield City,Fairfield Alternative School,Fairfield,Alabama,33.47391,-86.91219
653,Fairfield City,Fairfield Area Vocational School,Fairfield,Alabama,33.49005,-86.9078
654,Fayette County,Berry High School,Berry,Alabama,33.66006,-87.59979
656,Fayette County,Hubbertville School,Fayette,Alabama,33.83061,-87.74363
659,Fayette County,Fayette County High School,Fayette,Alabama,33.6889,-87.8264
660,Florence City,Florence High School,Florence,Alabama,34.83374,-87.66178
661,Florence City,Florence Freshman Center,Florence,Alabama,34.8092,-87.67322
662,Florence City,Forest Hills School,Florence,Alabama,34.84907,-87.67653
666,Florence City,Florence Learning Center,Florence,Alabama,34.79607,-87.68286
667,Florence City,Handy School,Florence,Alabama,34.79772,-87.69054
668,Florence City,Hibbett School,Florence,Alabama,34.82074,-87.69411
669,Fort Payne City,Fort Payne High School,Fort Payne,Alabama,34.48633,-85.67535
673,Franklin County,Belgreen High School,Russellville,Alabama,34.4743,-87.86583
675,Franklin County,Phil Campbell High School,Phil Campbell,Alabama,34.3502,-87.7082
676,Franklin County,Red Bay High School,Red Bay,Alabama,34.4346,-88.1376
678,Franklin County,Vina High School,Vina,Alabama,34.37398,-88.05936
679,Franklin County,Franklin County Career Technical Center,Russellville,Alabama,34.46,-87.854
684,Gadsden City,Emma Sansom High School,Gadsden,Alabama,34.02371,-86.03649
686,Gadsden City,Gadsden High School,Gadsden,Alabama,34.01422,-86.02071
688,Gadsden City,Litchfield High School,Gadsden,Alabama,34.00281,-85.96505
692,Gadsden City,C I T Y Program,Gadsden,Alabama,34.00479,-85.98866
693,Gadsden City,Jk Weaver Technical Center,Gadsden,Alabama,34.00105,-85.96635
695,Gadsden City,Drake Alternative School,Gadsden,Alabama,34.00105,-85.96635
696,Gadsden City,Therapeutic Academic Program,Gadsden,Alabama,34.00111,-85.96862
699,Gadsden City,Gadsden City High School,Gadsden,Alabama,,
700,Geneva City,Geneva High School,Geneva,Alabama,31.04234,-85.87924
703,Geneva County,Geneva County High School,Hartford,Alabama,31.0966,-85.69924
704,Geneva County,Samson High School,Samson,Alabama,31.11907,-86.04896
705,Geneva County,Slocomb High School,Slocomb,Alabama,31.09983,-85.60235
712,Greene County,Greene County High School,Eutaw,Alabama,32.84564,-87.89724
714,Greene County,Peter J Kirksey Career Technical Center,Eutaw,Alabama,32.928,-87.9743
720,Guntersville City,Guntersville High School,Guntersville,Alabama,34.32048,-86.3122
721,Hale County,Greensboro East High School,Greensboro,Alabama,32.70726,-87.58786
722,Hale County,Greensboro West High School,Greensboro,Alabama,32.70304,-87.6019
723,Hale County,Hale County High School,Moundville,Alabama,32.9599,-87.598
725,Hale County,Sunshine High School,Newbern,Alabama,32.56554,-87.58001
726,Hale County,Hale County Technology Center,Greensboro,Alabama,32.721,-87.5929
729,Hale County,Akron Community School East,Akron,Alabama,32.8758,-87.73466
730,Hale County,Akron Community School West,Akron,Alabama,32.8591,-87.7154
731,Haleyville City,Haleyville High School,Haleyville,Alabama,34.22607,-87.60634
732,Haleyville City,Haleyville Center Of Technology,Haleyville,Alabama,34.22606,-87.60628
738,Hartselle City,Hartselle High School,Hartselle,Alabama,34.43329,-86.93244
739,Hartselle City,Hartselle Area Vocational Center,Hartselle,Alabama,34.43329,-86.93244
740,Henry County,Abbeville High School,Abbeville,Alabama,31.5803,-85.2715
744,Henry County,Headland High School,Headland,Alabama,31.3492,-85.3408
746,Henry County,Newville Learning Center,Newville,Alabama,31.4588,-85.3412
749,Homewood City,Homewood High School,Homewood,Alabama,33.45727,-86.7979
752,Houston County,Ashford High School,Ashford,Alabama,31.18349,-85.23148
753,Houston County,Cottonwood High School,Cottonwood,Alabama,31.05585,-85.30171
754,Houston County,Houston County High School,Columbia,Alabama,31.29315,-85.11434
755,Houston County,Rehobeth High School,Dothan,Alabama,31.12294,-85.45478
757,Houston County,Wicksburg High School,Newton,Alabama,31.22566,-85.63313
758,Houston County,Houston County Alternative School,Dothan,Alabama,31.22668,-85.39246
759,Houston County,Houston County Area Vocational Center,Ashford,Alabama,31.18493,-85.22978
763,Huntsville City,The Seldon Center,Huntsville,Alabama,34.72962,-86.60674
766,Huntsville City,Sr Butler High School,Huntsville,Alabama,34.7276,-86.61789
767,Huntsville City,Academy For Academics & Arts,Huntsville,Alabama,34.73755,-86.61165
771,Huntsville City,Academy For Science & Foreign Language,Huntsville,Alabama,34.7711,-86.61033
775,Huntsville City,Virgil Grissom High School,Huntsville,Alabama,34.65927,-86.53953
777,Huntsville City,Huntsville High School,Huntsville,Alabama,34.71601,-86.58251
779,Huntsville City,Jo Johnson High School,Huntsville,Alabama,34.79731,-86.60116
782,Huntsville City,Lee High School,Huntsville,Alabama,34.754,-86.57559
798,Huntsville City,Community Intensive Treatment Youth,Huntsville,Alabama,34.78281,-86.6682
799,Huntsville City,New Century Technology Demo High School,Huntsville,Alabama,34.7226,-86.6888
800,Huntsville City,Robert Neaves Center,Huntsville,Alabama,34.7431,-86.59702
801,Huntsville City,Huntsville Center For Technology,Huntsville,Alabama,34.70108,-86.60183
